Mod:Item:MetaData, Localized Name
undergroundbiomes:sedimentary_stone_iron_ore:3, Siltstone Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:4, Lignite Block Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:5, Dolomite Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:6, Greywacke Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:7, Chert Iron Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:0, Red Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:1, Black Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:2, Rhyolite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:3, Andesite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:4, Gabbro Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:5, Basalt Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:6, Komatiite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:7, Dacite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:0, Gneiss Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:1, Eclogite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:2, Marble Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:3, Quartzite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:4, Blue Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:5, Green Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:6, Soapstone Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:7, Migmatite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:0, Limestone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:1, Chalk Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:2, Shale Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:3, Siltstone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:4, Lignite Block Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:5, Dolomite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:6, Greywacke Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:7, Chert Malachite Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:0, Red Granite Titanium Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:1, Black Granite Titanium Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:2, Rhyolite Titanium Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:3, Andesite Titanium Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:4, Gabbro Titanium Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:5, Basalt Titanium Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:6, Komatiite Titanium Ore
undergroundbiomes:igneous_stone_modernmetals_titanium_ore:7, Dacite Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:0, Gneiss Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:1, Eclogite Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:2, Marble Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:3, Quartzite Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:4, Blue Schist Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:5, Green Schist Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:6, Soapstone Titanium Ore
undergroundbiomes:metamorphic_stone_modernmetals_titanium_ore:7, Migmatite Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:0, Limestone Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:1, Chalk Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:2, Shale Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:3, Siltstone Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:4, Lignite Block Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:5, Dolomite Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:6, Greywacke Titanium Ore
undergroundbiomes:sedimentary_stone_modernmetals_titanium_ore:7, Chert Titanium Ore
undergroundbiomes:igneous_stone_gold_ore:0, Red Granite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:1, Black Granite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:2, Rhyolite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:3, Andesite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:4, Gabbro Gold Ore
undergroundbiomes:igneous_stone_gold_ore:5, Basalt Gold Ore
undergroundbiomes:igneous_stone_gold_ore:6, Komatiite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:7, Dacite Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:0, Gneiss Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:1, Eclogite Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:2, Marble Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:3, Quartzite Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:4, Blue Schist Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:5, Green Schist Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:6, Soapstone Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:7, Migmatite Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:0, Limestone Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:1, Chalk Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:2, Shale Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:3, Siltstone Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:4, Lignite Block Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:5, Dolomite Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:6, Greywacke Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:7, Chert Gold Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:0, Red Granite Dense Copper Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:1, Black Granite Dense Copper Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:2, Rhyolite Dense Copper Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:3, Andesite Dense Copper Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:4, Gabbro Dense Copper Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:5, Basalt Dense Copper Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:6, Komatiite Dense Copper Ore
undergroundbiomes:igneous_stone_densemetals_dense_copper_ore:7, Dacite Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:0, Gneiss Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:1, Eclogite Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:2, Marble Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:3, Quartzite Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:4, Blue Schist Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:5, Green Schist Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:6, Soapstone Dense Copper Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_copper_ore:7, Migmatite Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:0, Limestone Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:1, Chalk Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:2, Shale Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:3, Siltstone Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:4, Lignite Block Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:5, Dolomite Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:6, Greywacke Dense Copper Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_copper_ore:7, Chert Dense Copper Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:0, Red Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:1, Black Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:2, Rhyolite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:3, Andesite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:4, Gabbro Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:5, Basalt Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:6, Komatiite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:7, Dacite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:0, Gneiss Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:1, Eclogite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:2, Marble Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:3, Quartzite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:4, Blue Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:5, Green Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:6, Soapstone Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:7, Migmatite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:0, Limestone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:1, Chalk Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:2, Shale Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:3, Siltstone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:4, Lignite Block Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:5, Dolomite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:6, Greywacke Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:7, Chert Topaz Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:0, Red Granite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:1, Black Granite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:2, Rhyolite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:3, Andesite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:4, Gabbro Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:5, Basalt Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:6, Komatiite Mana Infused Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.mithril.name:7, Dacite Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:0, Gneiss Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:1, Eclogite Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:2, Marble Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:3, Quartzite Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:4, Blue Schist Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:5, Green Schist Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:6, Soapstone Mana Infused Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.mithril.name:7, Migmatite Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:0, Limestone Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:1, Chalk Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:2, Shale Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:3, Siltstone Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:4, Lignite Block Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:5, Dolomite Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:6, Greywacke Mana Infused Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.mithril.name:7, Chert Mana Infused Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_basemetals_silver_ore:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_basemetals_silver_ore:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_basemetals_silver_ore:7, Chert Silver Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:0, Red Granite Iridium Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:1, Black Granite Iridium Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:2, Rhyolite Iridium Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:3, Andesite Iridium Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:4, Gabbro Iridium Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:5, Basalt Iridium Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:6, Komatiite Iridium Ore
undergroundbiomes:igneous_stone_modernmetals_iridium_ore:7, Dacite Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:0, Gneiss Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:1, Eclogite Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:2, Marble Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:3, Quartzite Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:4, Blue Schist Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:5, Green Schist Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:6, Soapstone Iridium Ore
undergroundbiomes:metamorphic_stone_modernmetals_iridium_ore:7, Migmatite Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:0, Limestone Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:1, Chalk Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:2, Shale Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:3, Siltstone Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:4, Lignite Block Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:5, Dolomite Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:6, Greywacke Iridium Ore
undergroundbiomes:sedimentary_stone_modernmetals_iridium_ore:7, Chert Iridium Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:0, Red Granite Dense Diamond Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:1, Black Granite Dense Diamond Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:2, Rhyolite Dense Diamond Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:3, Andesite Dense Diamond Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:4, Gabbro Dense Diamond Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:5, Basalt Dense Diamond Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:6, Komatiite Dense Diamond Ore
undergroundbiomes:igneous_stone_densemetals_dense_diamond_ore:7, Dacite Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:0, Gneiss Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:1, Eclogite Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:2, Marble Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:3, Quartzite Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:4, Blue Schist Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:5, Green Schist Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:6, Soapstone Dense Diamond Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_diamond_ore:7, Migmatite Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:0, Limestone Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:1, Chalk Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:2, Shale Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:3, Siltstone Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:4, Lignite Block Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:5, Dolomite Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:6, Greywacke Dense Diamond Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_diamond_ore:7, Chert Dense Diamond Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:0, Red Granite Salt Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:1, Black Granite Salt Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:2, Rhyolite Salt Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:3, Andesite Salt Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:4, Gabbro Salt Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:5, Basalt Salt Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:6, Komatiite Salt Ore
undergroundbiomes:igneous_stone_baseminerals_salt_ore:7, Dacite Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:0, Gneiss Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:1, Eclogite Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:2, Marble Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:3, Quartzite Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:4, Blue Schist Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:5, Green Schist Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:6, Soapstone Salt Ore
undergroundbiomes:metamorphic_stone_baseminerals_salt_ore:7, Migmatite Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:0, Limestone Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:1, Chalk Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:2, Shale Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:3, Siltstone Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:4, Lignite Block Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:5, Dolomite Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:6, Greywacke Salt Ore
undergroundbiomes:sedimentary_stone_baseminerals_salt_ore:7, Chert Salt Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:0, Red Granite Saltpeter Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:1, Black Granite Saltpeter Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:2, Rhyolite Saltpeter Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:3, Andesite Saltpeter Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:4, Gabbro Saltpeter Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:5, Basalt Saltpeter Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:6, Komatiite Saltpeter Ore
undergroundbiomes:igneous_stone_baseminerals_saltpeter_ore:7, Dacite Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:0, Gneiss Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:1, Eclogite Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:2, Marble Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:3, Quartzite Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:4, Blue Schist Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:5, Green Schist Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:6, Soapstone Saltpeter Ore
undergroundbiomes:metamorphic_stone_baseminerals_saltpeter_ore:7, Migmatite Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:0, Limestone Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:1, Chalk Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:2, Shale Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:3, Siltstone Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:4, Lignite Block Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:5, Dolomite Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:6, Greywacke Saltpeter Ore
undergroundbiomes:sedimentary_stone_baseminerals_saltpeter_ore:7, Chert Saltpeter Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:0, Red Granite Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:1, Black Granite Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:2, Rhyolite Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:3, Andesite Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:4, Gabbro Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:5, Basalt Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:6, Komatiite Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_tin_ore:7, Dacite Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:0, Gneiss Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:1, Eclogite Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:2, Marble Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:3, Quartzite Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:4, Blue Schist Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:5, Green Schist Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:6, Soapstone Dense Tin Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_tin_ore:7, Migmatite Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:0, Limestone Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:1, Chalk Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:2, Shale Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:3, Siltstone Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:4, Lignite Block Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:5, Dolomite Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:6, Greywacke Dense Tin Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_tin_ore:7, Chert Dense Tin Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:0, Red Granite Dense Lead Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:1, Black Granite Dense Lead Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:2, Rhyolite Dense Lead Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:3, Andesite Dense Lead Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:4, Gabbro Dense Lead Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:5, Basalt Dense Lead Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:6, Komatiite Dense Lead Ore
undergroundbiomes:igneous_stone_densemetals_dense_lead_ore:7, Dacite Dense Lead Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:0, Gneiss Dense Lead Ore
